club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
FC Empoli,Stefano Moreo,28,Centre-Forward,Brescia,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
FC Empoli,Kevin Piscopo,23,Second Striker,SPAL,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
FC Empoli,Simone Canestrelli,20,Centre-Back,Crotone,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
FC Empoli,Roberto Pirrello,25,Centre-Back,Cosenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
FC Empoli,Nicolò Casale,23,Centre-Back,Hellas Verona,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
FC Empoli,Giovanni Crociata,23,Central Midfield,Crotone,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
FC Empoli,Riccardo Fiamozzi,28,Right-Back,Lecce,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
FC Empoli,Nicolas Haas,25,Central Midfield,Atalanta BC,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
FC Empoli,Andrea Cambiaso,21,Left-Back,Genoa,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
FC Empoli,Marco Olivieri,22,Left Winger,Juventus U23,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
FC Empoli,Aleksa Terzic,21,Left-Back,Fiorentina,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
FC Empoli,Ryder Matos,28,Second Striker,Udinese Calcio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Riccardo Gagliolo,31,Centre-Back,Parma,£1.80m,in,Summer,1.8,Serie A,2021,2021/2022
US Salernitana 1919,Vincenzo Fiorillo,31,Goalkeeper,Pescara,£540Th.,in,Summer,0.54,Serie A,2021,2021/2022
US Salernitana 1919,Simy,29,Centre-Forward,Crotone,Loan fee:£450Th.,in,Summer,0.45,Serie A,2021,2021/2022
US Salernitana 1919,Reda Boultam,23,Attacking Midfield,Triestina,£180Th.,in,Summer,0.18,Serie A,2021,2021/2022
US Salernitana 1919,Luka Bogdan,25,Centre-Back,Livorno,free transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Michele Cavion,26,Central Midfield,Ascoli,free transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Stefan Strandberg,30,Centre-Back,Ural,free transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Joel Obi,30,Central Midfield,Chievo Verona,free transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Edoardo Vergani,20,Centre-Forward,Inter,free transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Wajdi Kechrida,25,Right Midfield,ES Sahel,free transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Lassana Coulibaly,25,Central Midfield,SCO Angers,free transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Grigoris Kastanos,23,Central Midfield,Juventus U23,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Andrea Schiavone,28,Defensive Midfield,Bari,?,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Tomasz Kupisz,31,Right Midfield,Bari,?,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Clemente Crisci,19,Central Midfield,Sanfeliciana,?,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Kaleb Jimenez Castillo,18,Central Midfield,Seregno,?,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Filippo Delli Carri,22,Centre-Back,Juventus U23,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Luca Ranieri,22,Centre-Back,Fiorentina,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Federico Bonazzoli,24,Centre-Forward,Sampdoria,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Matteo Ruggeri,19,Left-Back,Atalanta BC,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Nadir Zortea,22,Right Midfield,Atalanta BC,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Pawel Jaroszynski,26,Left-Back,Genoa,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Cedric Gondo,24,Centre-Forward,Without Club,-,in,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Franck Ribéry,38,Left Winger,Without Club,-,in,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Giuseppe Barone,22,Left Winger,Ascoli,free transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Emilio Volpicelli,28,Right Winger,Viterbese,free transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Antonino Musso,21,Centre-Forward,Trapani,free transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Iacopo Cernigoi,26,Centre-Forward,Seregno,free transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Giuseppe Fella,27,Second Striker,Palermo,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Edoardo Iannoni,20,Central Midfield,Ancona,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Tomasz Kupisz,31,Right Midfield,Pordenone,?,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Felipe Curcio,28,Left-Back,Padova,?,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Maoudo Diallo,21,Right-Back,Unknown,?,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Valerio Mantovani,25,Centre-Back,Alessandria,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Filippo D'Andrea,22,Centre-Forward,Seregno,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Michele Cavion,26,Central Midfield,Brescia,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Reda Boultam,23,Attacking Midfield,Cosenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Gioacchino Galeotafiore,21,Centre-Back,Seregno,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Clemente Crisci,19,Central Midfield,Bisceglie,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Sanasi Sy,22,Left-Back,Cosenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Gaetano Vitale,20,Central Midfield,Seregno,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Julian Kristoffersen,24,Centre-Forward,Cosenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Kaleb Jimenez Castillo,18,Central Midfield,Seregno,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Francesco Orlando,24,Right Winger,Alessandria,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Alessandro Micai,27,Goalkeeper,Reggina,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
US Salernitana 1919,Luka Bogdan,25,Centre-Back,Livorno,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Niccolò Giannetti,30,Centre-Forward,Without Club,-,out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Marco Firenze,28,Central Midfield,Without Club,-,out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Cedric Gondo,24,Centre-Forward,Lazio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Emanuele Cicerelli,26,Left Winger,Lazio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Tomasz Kupisz,31,Right Midfield,Bari,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Tiago Casasola,25,Right-Back,Lazio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Andrea Schiavone,28,Defensive Midfield,Bari,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Gennaro Tutino,24,Centre-Forward,SSC Napoli,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Patryk Dziczek,23,Defensive Midfield,Lazio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Mirko Antonucci,22,Right Winger,AS Roma,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Marius Adamonis,24,Goalkeeper,Lazio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,André Anderson,21,Attacking Midfield,Lazio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Joel Baraye,24,Left-Back,Padova,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Riza Durmisi,27,Left-Back,Lazio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Sofian Kiyine,23,Central Midfield,Lazio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Pawel Jaroszynski,26,Left-Back,Pescara,"End of loanJun 29, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Reda Boultam,23,Attacking Midfield,Triestina,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
US Salernitana 1919,Cristiano Lombardi,25,Right Winger,Lazio,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
Venezia FC,Gianluca Busio,19,Central Midfield,Kansas City,£5.40m,in,Summer,5.4,Serie A,2021,2021/2022
Venezia FC,Thomas Henry,26,Centre-Forward,OH Leuven,£4.95m,in,Summer,4.95,Serie A,2021,2021/2022
Venezia FC,Tanner Tessmann,19,Central Midfield,Dallas,£3.27m,in,Summer,3.27,Serie A,2021,2021/2022
Venezia FC,Arnór Sigurdsson,22,Attacking Midfield,CSKA Moscow,Loan fee:£720Th.,in,Summer,0.72,Serie A,2021,2021/2022
Venezia FC,Ridgeciano Haps,28,Left-Back,Feyenoord,£450Th.,in,Summer,0.45,Serie A,2021,2021/2022
Venezia FC,Sofian Kiyine,23,Central Midfield,Lazio,Loan fee:£360Th.,in,Summer,0.36,Serie A,2021,2021/2022
Venezia FC,David Schnegg,22,Left-Back,LASK,£225Th.,in,Summer,0.225,Serie A,2021,2021/2022
Venezia FC,Dor Peretz,26,Defensive Midfield,M. Tel Aviv,free transfer,in,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Daan Heymans,22,Attacking Midfield,Waasl.-Beveren,free transfer,in,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Filippo Neri,18,Goalkeeper,Livorno,free transfer,in,Summer,NA,Serie A,2021,2021/2022
Venezia FC,David Okereke,23,Centre-Forward,Club Brugge,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Mattia Caldara,27,Centre-Back,AC Milan,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Tyronne Ebuehi,25,Right-Back,Benfica B,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Ethan Ampadu,20,Centre-Back,Chelsea,loan transfer,in,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Sergio Romero,34,Goalkeeper,Without Club,-,in,Summer,0,Serie A,2021,2021/2022
Venezia FC,Francesco Di Mariano,25,Left Winger,Lecce,£180Th.,out,Summer,0.18,Serie A,2021,2021/2022
Venezia FC,Antonio Marino,32,Centre-Back,Carrarese,free transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Yuri Senesi,24,Second Striker,Vibonese,free transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Emanuele Cigagna,22,Centre-Back,Vibonese,free transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Alberto Pomini,40,Goalkeeper,SPAL,free transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Filippo Serena,21,Central Midfield,Grosseto,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Domenico Rossi,21,Central Midfield,Vis Pesaro,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Óttar Magnús Karlsson,24,Centre-Forward,Siena,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Anthony Taugourdeau,32,Defensive Midfield,LR Vicenza,?,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Nicolas Galazzi,20,Right Winger,Triestina,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Mario De Marino,21,Centre-Back,Fidelis Andria,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Gian Filippo Felicioli,23,Left-Back,Ascoli,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Harvey St Clair,22,Left Winger,Seregno,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Riccardo Pigozzo,21,Goalkeeper,Seregno,loan transfer,out,Summer,NA,Serie A,2021,2021/2022
Venezia FC,Michele Cremonesi,33,Centre-Back,Without Club,-,out,Summer,0,Serie A,2021,2021/2022
Venezia FC,Giacomo Ricci,24,Left-Back,Parma,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
Venezia FC,Youssef Maleh,22,Central Midfield,Fiorentina,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
Venezia FC,Sebastiano Esposito,18,Centre-Forward,Inter,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
Venezia FC,Gabriele Ferrarini,21,Right-Back,Fiorentina,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022
Inter Milan,Facundo Colidio,22,Centre-Forward,Tigre,loan transfer,out,Winter,NA,Serie A,2021,2021/2022
Inter Milan,Christian Eriksen,29,Attacking Midfield,Without Club,-,out,Winter,0,Serie A,2021,2021/2022
AC Milan,Frank Tsadjout,22,Centre-Forward,Ascoli,loan transfer,out,Winter,NA,Serie A,2021,2021/2022
Atalanta BC,Matteo Lovato,21,Centre-Back,Cagliari Calcio,loan transfer,out,Winter,NA,Serie A,2021,2021/2022
SSC Napoli,Konstantinos Manolas,30,Centre-Back,Olympiacos,£2.25m,out,Winter,2.25,Serie A,2021,2021/2022
SS Lazio,Alessandro Rossi,25,Centre-Forward,Monopoli,loan transfer,out,Winter,NA,Serie A,2021,2021/2022
SS Lazio,Gonzalo Escalante,28,Central Midfield,Alavés,loan transfer,out,Winter,NA,Serie A,2021,2021/2022
UC Sampdoria,Adrien Silva,32,Central Midfield,Al-Wahda FC,free transfer,out,Winter,NA,Serie A,2021,2021/2022
UC Sampdoria,Fabio Depaoli,24,Right-Back,Hellas Verona,loan transfer,out,Winter,NA,Serie A,2021,2021/2022
Hellas Verona,Fabio Depaoli,24,Right-Back,Sampdoria,loan transfer,in,Winter,NA,Serie A,2021,2021/2022
Genoa CFC,Silvan Hefti,24,Right-Back,BSC Young Boys,£4.50m,in,Winter,4.5,Serie A,2021,2021/2022
Genoa CFC,Johan Vásquez,23,Centre-Back,UNAM Pumas,£3.15m,in,Winter,3.15,Serie A,2021,2021/2022
Genoa CFC,Leo Östigard,22,Centre-Back,Brighton,loan transfer,in,Winter,NA,Serie A,2021,2021/2022
Bologna FC 1909,Lassi Lappalainen,23,Left Winger,Montréal,?,out,Winter,NA,Serie A,2021,2021/2022
Bologna FC 1909,Gabriele Corbo,21,Centre-Back,Montréal,loan transfer,out,Winter,NA,Serie A,2021,2021/2022
Udinese Calcio,Lukasz Teodorczyk,30,Centre-Forward,LR Vicenza,free transfer,out,Winter,NA,Serie A,2021,2021/2022
Udinese Calcio,Fernando Forestieri,31,Second Striker,Without Club,-,out,Winter,0,Serie A,2021,2021/2022
ACF Fiorentina,Jonathan Ikoné,23,Right Winger,LOSC Lille,£12.60m,in,Winter,12.6,Serie A,2021,2021/2022
ACF Fiorentina,Christian Dalle Mura,19,Centre-Back,Pordenone,loan transfer,out,Winter,NA,Serie A,2021,2021/2022
Cagliari Calcio,Matteo Lovato,21,Centre-Back,Atalanta BC,loan transfer,in,Winter,NA,Serie A,2021,2021/2022
Cagliari Calcio,Diego Farias,31,Second Striker,Without Club,-,out,Winter,0,Serie A,2021,2021/2022
Venezia FC,Michaël Cuisance,22,Central Midfield,FC Bayern,£3.60m,in,Winter,3.6,Serie A,2021,2021/2022
FC Arouca,Omri Altman,27,Second Striker,Hapoel Tel Aviv,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Oday Dabbagh,22,Centre-Forward,Al-Arabi SC,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Or Dasa,22,Attacking Midfield,Hapoel Raanana,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Leandro Silva,27,Central Midfield,AEL Limassol,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Eugeni,26,Attacking Midfield,SD Huesca,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Abdoulaye Ba,30,Centre-Back,Moreirense,?,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Antony,19,Second Striker,Joinville-SC,loan transfer,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Tiago Araújo,20,Left Winger,Benfica B,loan transfer,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Tiago Esgaio,26,Right-Back,SC Braga,loan transfer,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Eboue Kouassi,23,Defensive Midfield,KRC Genk,loan transfer,in,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Gastón Campi,30,Centre-Back,Without Club,-,in,Summer,0,Liga Nos,2021,2021/2022
FC Arouca,Diogo Clemente,25,Left-Back,CF Estrela,"End of loanJun 30, 2021",in,Summer,0,Liga Nos,2021,2021/2022
FC Arouca,Frederick Takyi,21,Left-Back,FC Pedras Rubras,"End of loanJun 30, 2021",in,Summer,0,Liga Nos,2021,2021/2022
FC Arouca,Diogo Clemente,25,Left-Back,Caldas,free transfer,out,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Mauro Caballero,26,Centre-Forward,Coimbra,free transfer,out,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Frederick Takyi,21,Left-Back,Mirandela,free transfer,out,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Tomás Fontes,18,Goalkeeper,Carregosense,?,out,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Heliardo,29,Centre-Forward,Varzim,loan transfer,out,Summer,NA,Liga Nos,2021,2021/2022
FC Arouca,Júnior Sena,30,Right Winger,Without Club,-,out,Summer,0,Liga Nos,2021,2021/2022
FC Arouca,Baptiste Aloé,27,Centre-Back,Without Club,-,out,Summer,0,Liga Nos,2021,2021/2022
FC Arouca,Christian Vassilakis,20,Right Winger,RM Castilla,"End of loanJun 30, 2021",out,Summer,0,Liga Nos,2021,2021/2022
FC Arouca,Lawrence Ofori,23,Central Midfield,Famalicão,"End of loanJun 30, 2021",out,Summer,0,Liga Nos,2021,2021/2022
FC Arouca,Leandro Silva,27,Central Midfield,AEL Limassol,"End of loanJun 30, 2021",out,Summer,0,Liga Nos,2021,2021/2022
Belenenses SAD,Rafael Camacho,21,Left Winger,Sporting CP,Loan fee:£180Th.,in,Summer,0.18,Liga Nos,2021,2021/2022
Belenenses SAD,Alisson Safira,26,Centre-Forward,Londrina-PR,£45Th.,in,Summer,0.045,Liga Nos,2021,2021/2022
Belenenses SAD,Luiz Felipe,24,Goalkeeper,Aimoré-RS,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
Belenenses SAD,Rafael Santos,24,Attacking Midfield,Oriental,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
Belenenses SAD,Abel Camará,31,Centre-Forward,Mafra,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
Belenenses SAD,Trova Boni,21,Defensive Midfield,KV Mechelen,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
Belenenses SAD,Pedro Nuno,26,Left Winger,Moreirense,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
Belenenses SAD,Yohan,33,Centre-Back,Tondela,free transfer,in,Summer,NA,Liga Nos,2021,2021/2022
Belenenses SAD,Andrija Lukovic,26,Central Midfield,Famalicão,?,in,Summer,NA,Liga Nos,2021,2021/2022
Belenenses SAD,Carraça,28,Right-Back,FC Porto,loan transfer,in,Summer,NA,Liga Nos,2021,2021/2022
Belenenses SAD,Christian Marques,18,Centre-Back,Wolves U23,loan transfer,in,Summer,NA,Liga Nos,2021,2021/2022
